quizzes,solutions
760003400000400050900021030000048901320009060080700005850600010090030076003287004,000000000000000000000000000000000000000000000000000000000000000000000000000000000
200040960106530000390800710042007000080915002700060308000000509900002086005100040,000000000000000000000000000000000000000000000000000000000000000000000000000000000
008001069000030000700402080000070035690000040507008201004007320060105074209060108,000000000000000000000000000000000000000000000000000000000000000000000000000000000
001046850000000134005280000086920000200000000000170306017400089350060000904005700,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000490005056080009000000210004007030103000768900260400602050870400300006008970500,000000000000000000000000000000000000000000000000000000000000000000000000000000000
040780160500063000020900000182600070450007900096020318000000700000400093007301082,000000000000000000000000000000000000000000000000000000000000000000000000000000000
240001300010970680007008005039080201650000000000700094090003120083057040002610003,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000580612040000000051076009007809035094002080230050091006013800310760000709000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000500300009412580750000020500006000920000104408300700003060809000001002600875400,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000493076079201000130080000502000400061000807000032090908560001050000240400709500,000000000000000000000000000000000000000000000000000000000000000000000000000000000
010072008300409507402500100001000390680900000700041205000000651904005003000738000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
910680030008004021020570680097000200000035100003260045400800900700000016060900350,000000000000000000000000000000000000000000000000000000000000000000000000000000000
500000080009041607013802009046000920020004078000015003891070300000900700600023004,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000400050010007069309006081400002006892030075073108000008205000120060000507009340,000000000000000000000000000000000000000000000000000000000000000000000000000000000
023510906001000820040003007800025079005091304060400008300706000000080005017040602,000000000000000000000000000000000000000000000000000000000000000000000000000000000
580400092000063400704200180006009000300080756210000900008504010090670530400020007,000000000000000000000000000000000000000000000000000000000000000000000000000000000
050002004079040120003180670400509000005670000900000083030400708082000010100060002,000000000000000000000000000000000000000000000000000000000000000000000000000000000
790040603000800000200009710960280000070304005004000120809017200600005087430600500,000000000000000000000000000000000000000000000000000000000000000000000000000000000
720010060000000000306024900004009005008136200200700000050000734010853002609000800,000000000000000000000000000000000000000000000000000000000000000000000000000000000
010800000006490030047350600060000900103004560058002007000760140000085300005103072,000000000000000000000000000000000000000000000000000000000000000000000000000000000
800970014003006082020000700070203500010589600002067109406000005000308000100040273,000000000000000000000000000000000000000000000000000000000000000000000000000000000
520103600040006070600084021006028390000510000200007084058001006074300009300090400,000000000000000000000000000000000000000000000000000000000000000000000000000000000
600005074080020500031000000010007063804060020703090150000010009970480006020076300,000000000000000000000000000000000000000000000000000000000000000000000000000000000
010020705000006093400900210304009500005607940098000060200300050600701000871204600,000000000000000000000000000000000000000000000000000000000000000000000000000000000
090300750034960010100025000951030080700080562000004009205700000000800306070641000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
003106000025780009467000001000209040348007000010803065000500027700301408901000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
600100000870040095000008230038006007002000350900037014005093780204800000000620100,000000000000000000000000000000000000000000000000000000000000000000000000000000000
009400051310007600805060200020370000000208035004059700050901070260805013900000040,000000000000000000000000000000000000000000000000000000000000000000000000000000000
072050906030426000108300400716830002005009048000072010800000201090005070003060009,000000000000000000000000000000000000000000000000000000000000000000000000000000000
005140802000607050600920400010460795090032000480000000004800600001050003720010080,000000000000000000000000000000000000000000000000000000000000000000000000000000000
720040900080075032001200006000007050200600370430010608004329007005400809600008100,000000000000000000000000000000000000000000000000000000000000000000000000000000000
100906400000000650009003201375002006020704810004030005080000390690080072042001000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000100080001039067407050000820060005045290016030740000003000601970003800000524090,000000000000000000000000000000000000000000000000000000000000000000000000000000000
590006340000901007004800600160000000900402850400009002070000000613087090800035206,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000080006060040527274050800000678010930400080100009200000700430709103600025000009,000000000000000000000000000000000000000000000000000000000000000000000000000000000
037600020400091030516000008050873100000000000000502067080940300003007900200038504,000000000000000000000000000000000000000000000000000000000000000000000000000000000
700002003300807020006019050024000000005038076000950800192000500403700000000601904,000000000000000000000000000000000000000000000000000000000000000000000000000000000
007500200900004350600710400000060008401230706520009000705000930008000014090326000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
700480060201006790000001005000008000810370200064900000002100354005090087470003920,000000000000000000000000000000000000000000000000000000000000000000000000000000000
600200100005040908870010506030080605056900704004070003003000800020597000190003000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
600007240002039700017005830079200650050060400480700001090000060360004090001800000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
800067400025900100060005073000003095900826001042010007500402008001300600009000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
020403700073006045800000000400290001610305800005007003000000008090721060500089370,000000000000000000000000000000000000000000000000000000000000000000000000000000000
180090003900061005006200080310000472047010060008030500005400107070085200632000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
010704025062950000400003008000080073070019240136400000700500981940000060005200700,000000000000000000000000000000000000000000000000000000000000000000000000000000000
007003820090640050000809400050000197800020006140000030630510002000034010905006370,000000000000000000000000000000000000000000000000000000000000000000000000000000000
130006085090000000200500700800005201400003078000910603500309024004072300006004910,000000000000000000000000000000000000000000000000000000000000000000000000000000000
800910000523700010000004600000806000097500040360000107180020070005090480900403500,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000640035002001914050000209108007100046509000205300800903100060800032002000074,000000000000000000000000000000000000000000000000000000000000000000000000000000000
900072005540608100072003009000010007010000940800254360000700004008930050060080010,000000000000000000000000000000000000000000000000000000000000000000000000000000000
200000910007640050508000020002510090060007301803000000704031000009080004350006702,000000000000000000000000000000000000000000000000000000000000000000000000000000000
800900507520400001006270340000590004070000980010382000082003060051040073904006000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
040908100700060004500010730060000090430500206800032007310000850000000002020459300,000000000000000000000000000000000000000000000000000000000000000000000000000000000
050000621070300950406001008302040070091006000005280000000500410000490206080007090,000000000000000000000000000000000000000000000000000000000000000000000000000000000
100809070902300804003070005701608000036020007000035140000002009800060700050410260,000000000000000000000000000000000000000000000000000000000000000000000000000000000
857006003000000180400300005100000204703690000002510090509200408000063010004008720,000000000000000000000000000000000000000000000000000000000000000000000000000000000
081000237600000050020730100000308592240006001000015006009001400470890000053060800,000000000000000000000000000000000000000000000000000000000000000000000000000000000
070000400005071036203680075007060980091300040300004012804207050030000001000950060,000000000000000000000000000000000000000000000000000000000000000000000000000000000
600100980903054670870003000030096000187200400409000005000081209520070030000000160,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000063000001008902000041573730096005620400001004000080400730050092010600100009408,000000000000000000000000000000000000000000000000000000000000000000000000000000000
014067000030102507902080064640200009008001050700090038105070300020300900000405600,000000000000000000000000000000000000000000000000000000000000000000000000000000000
320100607400800930605000042702003050006004008000091300010000029207500800000370014,000000000000000000000000000000000000000000000000000000000000000000000000000000000
020506037083902000100007004500000000407600023006451070040380050070000049009200106,000000000000000000000000000000000000000000000000000000000000000000000000000000000
700301800590760200200095000070910052360008070000400001050000430409000067080503100,000000000000000000000000000000000000000000000000000000000000000000000000000000000
600070030350098070028300901000506004910040005000010700000100089405600300087030250,000000000000000000000000000000000000000000000000000000000000000000000000000000000
370060000801095306060000012003084007000700698009520000430800001108000450020030700,000000000000000000000000000000000000000000000000000000000000000000000000000000000
420000300700605000000300901090167040350200097000000800071920000004708602860013050,000000000000000000000000000000000000000000000000000000000000000000000000000000000
054006008001704602306050000070015000200070040430080900800009025090360010003008009,000000000000000000000000000000000000000000000000000000000000000000000000000000000
300008060518020000096517000000306009260900400074100050040000003800004090001250780,000000000000000000000000000000000000000000000000000000000000000000000000000000000
100564730600080004000700890060307120890040050007020609548009001020050960000001000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000205083080907600205840900048030060702680010001000700050009100004370006300106020,000000000000000000000000000000000000000000000000000000000000000000000000000000000
240000100709001230308074005901700500020908000030000046100802060005400309000006001,000000000000000000000000000000000000000000000000000000000000000000000000000000000
902070503000039006008201004800000970020160008070005100005080040600900250137004600,000000000000000000000000000000000000000000000000000000000000000000000000000000000
005008060609000073000190020000035002020009038800720100500000600400200087130460009,000000000000000000000000000000000000000000000000000000000000000000000000000000000
560410000031000940070005030600307010090042508008009400000200007104070000750061820,000000000000000000000000000000000000000000000000000000000000000000000000000000000
350000000000610370020000408008024009609530240040100005205043001400007980870000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
308600900600700850000210007240053006705090040000000180026904003590002410030000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
400000000009013800706000493100300002020048050005700306040260900600000200870150000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
952706300004090200007401050700802060000930140300060000006010907100078035400200080,000000000000000000000000000000000000000000000000000000000000000000000000000000000
500600080390040001008720530040090063200000805030862140001050020600400700700000418,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000803600000070042190400080503090018060002305218000000020005001300008097407030500,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000056000804001060005090127040630210080025009007018400073000085020069030900700600,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000007280705602004000810009000200061010904520630070000070030800340000106209058407,000000000000000000000000000000000000000000000000000000000000000000000000000000000
590030000000649002001007304003261000480000700900000005100920080000058103027400056,000000000000000000000000000000000000000000000000000000000000000000000000000000000
046000002000200190170038005059400600030009020000060780400053006827090000500701040,000000000000000000000000000000000000000000000000000000000000000000000000000000000
405800002000090100900070004152060040003580070008109300360002800071600009200041005,000000000000000000000000000000000000000000000000000000000000000000000000000000000
506000007007624018012000900020701809049080300000003060000950740800032000305007001,000000000000000000000000000000000000000000000000000000000000000000000000000000000
104085030790200400500067080000190800081003200042000069035009007000006004206510000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
029000700504093800000400920032048005048005036150070000000000008610700040003126090,000000000000000000000000000000000000000000000000000000000000000000000000000000000
070000105009031040600080023040790000915040002000003008080004370032905800004060001,000000000000000000000000000000000000000000000000000000000000000000000000000000000
500800070006000450049030000791080000060792008300000006000650037108470020000021500,000000000000000000000000000000000000000000000000000000000000000000000000000000000
400307290208100700063090050670050040502003009010600080000084036000002400905700001,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000000803000681020090205410800004005007523000043900001000000098300140067156070000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
070035100000207003094080000208650070169000004000300200000000017503018060080009052,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000030000173095200000601040460000308800000021000270690308060109019500460250000800,000000000000000000000000000000000000000000000000000000000000000000000000000000000
240070001300000506069018032800900367100450080020607000000002915097035000000060040,000000000000000000000000000000000000000000000000000000000000000000000000000000000
300009501000600002000201037064000100509078400200003950700300280010040065080905004,000000000000000000000000000000000000000000000000000000000000000000000000000000000
500010000041850690762000000000900783287000000050004106030402068000091507600030040,000000000000000000000000000000000000000000000000000000000000000000000000000000000
050670040000980100368004002000000000007260531090400060026590000000320078701000900,000000000000000000000000000000000000000000000000000000000000000000000000000000000
060019002900800005403570600001060903090000070027400058540001009000638000000000827,000000000000000000000000000000000000000000000000000000000000000000000000000000000
006053980000700016020104030003817000609005002010900840705038020400000000860072005,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000500760603200001080009004030005840002360107007091300028070000100034570000000609,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000004000072680003008031907000000001890500724020070630063927800400006100050400009,000000000000000000000000000000000000000000000000000000000000000000000000000000000
035004000140600027200501009654009080300000002090037010000710306000006800706008004,000000000000000000000000000000000000000000000000000000000000000000000000000000000
902600001706034500030100700000000830608910400057406002209000608084009000100250007,000000000000000000000000000000000000000000000000000000000000000000000000000000000
080015043010670009009000087070500200800036090300407010000060050034201008006093002,000000000000000000000000000000000000000000000000000000000000000000000000000000000
360090280900000005007104900070460830080000074609003500000705020020900456830000100,000000000000000000000000000000000000000000000000000000000000000000000000000000000
900137080000504000740080006400201630062008070003090005370605800100000000005410029,000000000000000000000000000000000000000000000000000000000000000000000000000000000
008200600906040021004800307500030009001700000760001402009650070010980054230004060,000000000000000000000000000000000000000000000000000000000000000000000000000000000
010500840000030070006408001700004200001700090342090050467100009009205780200600003,000000000000000000000000000000000000000000000000000000000000000000000000000000000
500083046400009017003702000047300908080000100900520004810000569050400780006010002,000000000000000000000000000000000000000000000000000000000000000000000000000000000
005490820020007060000035410006180500930004200800970300100000000370608094090020008,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000230070890010000020804053006100400700060080040728900009005040000000632460070008,000000000000000000000000000000000000000000000000000000000000000000000000000000000
003046900029805600071000000100900782000204500000680013060700009200000008987030204,000000000000000000000000000000000000000000000000000000000000000000000000000000000
090000080103090400762300510000009650030820007006100902001040325028005060004073000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
057060090140000038869002100920056001003009004006130005200900040001408070008070003,000000000000000000000000000000000000000000000000000000000000000000000000000000000
070400210900005800408200005025004390600000074000163000807509030040000600000800920,000000000000000000000000000000000000000000000000000000000000000000000000000000000
408100270020004009013080500800400007500000016000759300067000005200005090390618040,000000000000000000000000000000000000000000000000000000000000000000000000000000000
900100027000804000107900804029400760030080012001650900000000051302007008540060300,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000090713700006040308000609010900007005100200006824100040003028059602000030700004,000000000000000000000000000000000000000000000000000000000000000000000000000000000
490200376100905200008003501364007900000680000000000025600034000000700109250090740,000000000000000000000000000000000000000000000000000000000000000000000000000000000
005000096010607830090000204009135000763400000054000002800063700027009610000002008,000000000000000000000000000000000000000000000000000000000000000000000000000000000
600010098500003002412070300190000500034009000000004700028060030050897010000305607,000000000000000000000000000000000000000000000000000000000000000000000000000000000
405601008860004200012030700047509002030000900600070080090008407300050060000042013,000000000000000000000000000000000000000000000000000000000000000000000000000000000
008930650004080070003064020020090805030702010056800200000001049790500060600000701,000000000000000000000000000000000000000000000000000000000000000000000000000000000
320080001004602708097001000042056007900020084008004210000000563001070840005903000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
006007200700100085953004060000350002580900140070021600290000517000890400040000039,000000000000000000000000000000000000000000000000000000000000000000000000000000000
004000003007358400260000100000001079020847000500093800001600045645080020090000007,000000000000000000000000000000000000000000000000000000000000000000000000000000000
041000030500180002070026900900500000037090064000340008003750600090004201852009700,000000000000000000000000000000000000000000000000000000000000000000000000000000000
005004080042870603301002005500001008170900000096008070003200090400030007020059100,000000000000000000000000000000000000000000000000000000000000000000000000000000000
037400900500020080400136000020090100608000300003654070106840700890000002000060054,000000000000000000000000000000000000000000000000000000000000000000000000000000000
900800036600045002014032070003010048005009010060000007040200759329700800000106000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000405067000000008309820010000001043001004520005930006040380002702006904950700000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
704900500038720100090003000072800050800100609600005702005406030100538960040000000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
501000087340650200290004003006080000030007851009420070704805690080200040020109000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
009610200860407003000000709017042050005800406000300000300700020091005037026009805,000000000000000000000000000000000000000000000000000000000000000000000000000000000
100000005093210604700408090072051409030600500500090203008000000006020701040069008,000000000000000000000000000000000000000000000000000000000000000000000000000000000
650009001001008290230705060085400023007030100100906400800000310000600907002087000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
060000000205900078730851004004090607053400980800206100001000403000045090900720050,000000000000000000000000000000000000000000000000000000000000000000000000000000000
500100780030000014207430009100020050005680300960004821000200600609050000080300940,000000000000000000000000000000000000000000000000000000000000000000000000000000000
500009108086005039400030002038504000900270043600000710070400000200108050001060290,000000000000000000000000000000000000000000000000000000000000000000000000000000000
170300090060185000043000002950007060000014070000026013607000430008060905030401700,000000000000000000000000000000000000000000000000000000000000000000000000000000000
800000140000900008076030025608000004207860000901050030510620300002043650009007000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
009017085040650003020080690600000001901000238070300004000502700007008040213904000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
005021009078406000000370004750600031000000080600040290029080670130005000004007105,000000000000000000000000000000000000000000000000000000000000000000000000000000000
007009500240080973630500048024005000906010400000604037800031009050002000001700306,000000000000000000000000000000000000000000000000000000000000000000000000000000000
280001470060850000000007020400008000009320010000470690057060900001003002008719045,000000000000000000000000000000000000000000000000000000000000000000000000000000000
083050020006000079500001000130027000090030087705096140000584000002600810007000356,000000000000000000000000000000000000000000000000000000000000000000000000000000000
006005003037080040000200608580043007001570090090001200120090006050408019400006000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
250400800004600071000709300501060920780000004000102500840005000000000138023907006,000000000000000000000000000000000000000000000000000000000000000000000000000000000
507000008003001420900060507490100000000028030008504601001309006040070080080006705,000000000000000000000000000000000000000000000000000000000000000000000000000000000
090050070700003902821400060600300047057000809004009100560001000002060380010028005,000000000000000000000000000000000000000000000000000000000000000000000000000000000
840007000060013502210000860490600780100420005506000094000308106000050070008042300,000000000000000000000000000000000000000000000000000000000000000000000000000000000
065020400470009200090000356000003801000700000500681043602104009800090000910035072,000000000000000000000000000000000000000000000000000000000000000000000000000000000
105307040720000103060040009080090000400001072309605810000000528900570060000063400,000000000000000000000000000000000000000000000000000000000000000000000000000000000
004002006500078013100306970065700040000090830020041057040039000701000000209580001,000000000000000000000000000000000000000000000000000000000000000000000000000000000
456000020080020105900037000003160809708409003000700400090008040170200030004010062,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000600050300001602210080070072800000030076904601004085023400018004090007500200000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000083029000604000148000500003907610006000003020010875030000908805490002064002007,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000300400097050600000701005800209701601500004040003082080000037130906008902800050,000000000000000000000000000000000000000000000000000000000000000000000000000000000
030060080000000704094750106007020048006407009900830010560003002100940000080002500,000000000000000000000000000000000000000000000000000000000000000000000000000000000
350200000000060170801040000200690005000530067000001409409008500008009641013020098,000000000000000000000000000000000000000000000000000000000000000000000000000000000
350809002002006473000000050000017900500038061406000300140003026600940008020001700,000000000000000000000000000000000000000000000000000000000000000000000000000000000
003080090908060420052007000605001300070300684000270100000094268100008700040005003,000000000000000000000000000000000000000000000000000000000000000000000000000000000
350060020040358000009700008080000001604000970900234050205600300007080102000001790,000000000000000000000000000000000000000000000000000000000000000000000000000000000
470300001800007902000658400320900050000060018051004007090020830003140026760005000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
490250010600000509000108004004600907901702080030000000000807230860900071502003600,000000000000000000000000000000000000000000000000000000000000000000000000000000000
005001300026098504100005908400372000800500001037000049010023000049100000600000027,000000000000000000000000000000000000000000000000000000000000000000000000000000000
058070102162000045000000690000802004406090800090035070700008001005003000210956300,000000000000000000000000000000000000000000000000000000000000000000000000000000000
000147025560900000040002830208005006034070091001060280800090740000001003905030000,000000000000000000000000000000000000000000000000000000000000000000000000000000000
090000070200503096700082104109004028000721003030000005820165030046000000301800007,000000000000000000000000000000000000000000000000000000000000000000000000000000000
003140060095370002100060087400083009050000620372009018040500001000020500019006070,000000000000000000000000000000000000000000000000000000000000000000000000000000000
030200405087409006000070010005047021001305008800900600094520000300000000026008090,000000000000000000000000000000000000000000000000000000000000000000000000000000000
086000300509084001270100009001070052420068903000010060600300520000009000300750408,000000000000000000000000000000000000000000000000000000000000000000000000000000000
001506008840700900530002040079105600003400019000630000900070201000000006254000083,000000000000000000000000000000000000000000000000000000000000000000000000000000000
240390080000804030000006590074100023031200406500409700000078000390000170650000002,000000000000000000000000000000000000000000000000000000000000000000000000000000000
